               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  76,            0.029531,             0.01248,           0.0039879,             0.81072,              0.6533,             0.75228,             0.52012,            0.037081,            0.014195,           0.0065665,            0.007525,            0.007525,            0.007525
                  77,            0.029324,            0.011797,           0.0035666,              0.7744,             0.70372,             0.77276,              0.5246,            0.037226,            0.013787,           0.0061119,            0.007492,            0.007492,            0.007492
                  78,            0.028837,            0.012229,           0.0037974,             0.81532,             0.66121,              0.7389,             0.49954,            0.037858,            0.014066,           0.0067093,            0.007459,            0.007459,            0.007459
                  79,            0.029341,            0.012723,           0.0037543,              0.8097,             0.63074,             0.74719,             0.51796,            0.037363,            0.014455,           0.0074782,            0.007426,            0.007426,            0.007426
                  80,            0.028452,            0.012232,           0.0038797,             0.78701,             0.64698,             0.73697,             0.50357,            0.038277,            0.013938,           0.0091385,            0.007393,            0.007393,            0.007393
                  81,            0.028576,            0.011489,           0.0037887,             0.76377,              0.6937,             0.74756,             0.50651,             0.03731,            0.013391,           0.0071105,             0.00736,             0.00736,             0.00736
                  82,            0.028343,            0.011908,           0.0045061,             0.83822,             0.67676,             0.76792,             0.52202,            0.037971,             0.01389,           0.0073165,            0.007327,            0.007327,            0.007327
                  83,            0.028472,            0.012446,           0.0037777,             0.85355,             0.66463,             0.76997,             0.53986,            0.037093,            0.014132,           0.0065515,            0.007294,            0.007294,            0.007294
                  84,            0.028839,            0.011814,            0.003582,             0.88178,             0.66746,             0.77936,             0.53593,             0.03883,            0.013799,           0.0064811,            0.007261,            0.007261,            0.007261
                  85,            0.027561,            0.011967,           0.0039129,             0.84258,             0.67612,             0.76611,             0.52681,            0.038314,            0.014192,           0.0063193,            0.007228,            0.007228,            0.007228
                  86,            0.027765,            0.012253,           0.0039643,             0.77918,             0.65252,             0.74526,             0.51853,            0.037478,            0.013874,           0.0093729,            0.007195,            0.007195,            0.007195
                  87,            0.027905,            0.011215,           0.0039905,             0.81659,             0.68111,             0.75245,             0.51932,            0.038355,            0.013903,            0.006104,            0.007162,            0.007162,            0.007162
                  88,            0.028604,            0.012091,           0.0033674,             0.80079,             0.65682,             0.73666,             0.50379,            0.038887,              0.0146,           0.0066056,            0.007129,            0.007129,            0.007129
                  89,            0.027641,            0.011401,           0.0033029,             0.82137,             0.64876,             0.73208,             0.49446,            0.037657,            0.014576,            0.006936,            0.007096,            0.007096,            0.007096
                  90,            0.027883,            0.011758,           0.0037605,             0.79645,             0.67219,              0.7424,             0.50933,            0.037783,            0.014197,           0.0056552,            0.007063,            0.007063,            0.007063
                  91,            0.027811,            0.011242,           0.0034238,             0.83532,             0.68247,             0.76492,             0.53103,            0.036871,            0.014336,           0.0061461,             0.00703,             0.00703,             0.00703
                  92,            0.027478,            0.011758,            0.003241,             0.81851,             0.66486,             0.75035,              0.5164,            0.036673,            0.013812,            0.006094,            0.006997,            0.006997,            0.006997
                  93,            0.026377,            0.011385,            0.003562,             0.78451,             0.69357,             0.74467,             0.51679,            0.039469,            0.013991,           0.0057826,            0.006964,            0.006964,            0.006964
                  94,            0.028251,            0.011564,           0.0030244,             0.79667,             0.67016,             0.73766,             0.51345,            0.038498,            0.014403,           0.0062732,            0.006931,            0.006931,            0.006931
                  95,            0.027987,            0.011635,            0.003255,             0.81132,             0.65817,             0.74827,             0.52384,             0.03791,             0.01457,           0.0063717,            0.006898,            0.006898,            0.006898
                  96,            0.026995,            0.011208,           0.0033202,             0.88384,              0.6612,             0.77579,             0.53927,            0.038183,            0.014615,           0.0053432,            0.006865,            0.006865,            0.006865
                  97,            0.027729,            0.011216,           0.0029095,             0.81521,             0.68858,             0.75833,             0.53304,            0.037123,            0.014055,           0.0052579,            0.006832,            0.006832,            0.006832
